Unnamed: 0,Company,Codice ISO paese,Ultimo anno disp.,"Totale valore della produzione
migl USD"
102.0,FMC AGRO SINGAPORE PTE. LTD.,SG,2022.0,1532931.99999996
2192.0,"HELIOS TOVARNA BARV, LAKOV IN UMETNIH SMOL KOLICEVO, D.O.O.",SI,2022.0,313852.232417464
2308.0,AQUAFILSLO PROIZVODNJA POLIAMIDNIH FILAMENTOV IN GRANULATOV D.O.O.,SI,2022.0,295806.258620106
3224.0,CINKARNA CELJE DD,SI,2023.0,205373.182168961
5271.0,TKK PROIZVODNJA KEMICNIH IZDELKOV D.O.O.,SI,2022.0,111209.550274992
656.0,"DUSLO, A.S.",SK,2022.0,1107892.88744628
2754.0,"MEROCO, A.S.",SK,2022.0,245828.40587808
3084.0,"ENVIRAL, A.S.",SK,2023.0,216054.705927697
643.0,"HALEON LEVICE, S.R.O.",SK,2022.0,201415.76955133
658.0,FORTISCHEM A. S.,SK,2023.0,196926.035712985
4.0,PTT GLOBAL CHEMICAL PCL,TH,2023.0,18331378.3981141
45.0,THAI POLYETHYLENE CO LTD,TH,2022.0,3418684.79635974
546.0,UNILEVER THAI TRADING CO LTD,TH,2022.0,1353619.0874615
568.0,TPI POLENE PCL,TH,2023.0,1311226.88409221
634.0,PTT PHENOL CO LTD,TH,2021.0,1153945.96568806
569.0,ETI BAKIR ANONIM SIRKETI,TR,2022.0,1309215.34550734
658.0,HAYAT KIMYA SANAYI ANONIM SIRKETI,TR,2022.0,1103346.84130065
872.0,AKSA AKRILIK KIMYA SANAYII A.S.,TR,2023.0,812778.885150369
1180.0,BASF TURK KIMYA SANAYI VE TICARET LIMITED SIRKETI,TR,2021.0,606061.602050584
1808.0,AKDENIZ CHEMSON KIMYA SANAYI VE TICARET ANONIM SIRKETI,TR,2022.0,386472.965064304
6004.0,UNILEVER CARIBBEAN LIMITED,TT,2022.0,39642.0474603474
69.0,FORMOSA CHEMICALS & FIBER CORPORATION,TW,2023.0,10861316.3687739
122.0,FORMOSA PLASTICS CORPORATION,TW,2023.0,6485879.57472767
237.0,"CHANG CHUN PETROCHEMICAL CO., LTD.",TW,2023.0,3440332.65134189
436.0,USI CORPORATION,TW,2023.0,1712596.86067383
487.0,DAIREN CHEMICAL CORPORATION,TW,2023.0,1553722.41329004
6441.0,TOL GASES LIMITED,TZ,2022.0,11006.8417791551
2980.0,PAVLOGRAD CHEMICAL PLANT DP,UA,2023.0,223515.083217679
3848.0,SEVERODONETSK AZOT ASSOCIATION PRIVATE JSC AT,UA,2021.0,168279.620448258
4765.0,SODA CRIMEA PLANT,UA,2023.0,128527.561916423
4795.0,AZOT PRIVATE JSC AT,UA,2023.0,127400.48467648
5056.0,HENKEL UKRAINE TOV,UA,2023.0,118612.809024883
67.0,CELANESE CORPORATION,US,2023.0,10940000.0
78.0,ALBEMARLE CORP,US,2023.0,9617203.0
56.0,WESTLAKE CORP,US,2023.0,12548000.0
55.0,AIR PRODUCTS & CHEMICALS INC,US,2023.0,12600000.0
81.0,EASTMAN CHEMICAL CO,US,2023.0,9210000.0
2862.0,ALCOHOLES DEL URUGUAY S.A,UY,2021.0,234889.060683229
1486.0,NAVOIYAZOT JSC,UZ,2022.0,475258.919359476
3929.0,FARGONAAZOT JSC,UZ,2022.0,164116.206032666
1098.0,AKTSIONERNOE OBSHTESTVO DEHQONOBOD KALIY ZAVODI,UZ,2022.0,96054.860982018
6534.0,JOINT STOCK COMPANY DZERZHINSKIY OPYTNYY ZAVOD AVIATSIONNYKH MATERIALOV,UZ,2023.0,7480.16154537071
1332.0,AKTSIONERNOE OBSHESTVO XORAZM KAFOLAT SAVDO,UZ,2022.0,1584.11770769708
1165.0,CN ENERGY GROUP. INC.,VG,2023.0,57899.0
5852.0,TANTECH HOLDINGS LTD,VG,2022.0,53490.0
540.0,UNILEVER VIETNAM INTERNATIONAL COMPANY LIMITED,VN,2022.0,1374945.44506753
1066.0,LOC TROI GROUP JOINT STOCK COMPANY,VN,2023.0,674099.876910329
1258.0,TONG CONG TY PHAN BON VA HOA CHAT DAU KHI - CONG TY CO PHAN,VN,2023.0,568557.151568573
1323.0,CONG TY TNHH MTV HOA CHAT DUC GIANG LAO CAI,VN,2022.0,538018.54850212
276.0,CONG TY CO PHAN PHAN BON DAU KHI CA MAU,VN,2023.0,526713.382677421
379.0,AECI LIMITED,ZA,2023.0,2024711.29596233
1668.0,AFRICAN OXYGEN LIMITED,ZA,2018.0,420612.372629344
3673.0,NWK LIMITED,ZA,2019.0,177633.171609789
6214.0,ACCENTUATE LIMITED,ZA,2019.0,24145.561023429
6488.0,SPANJAARD LIMITED,ZA,2020.0,9146.26617277414
6056.0,AECI MINING EXPLOSIVES PLC,ZM,2023.0,35121.703153789
