Country/Territory;Code;1996;1996;1996;1996;1996;1996;1998;1998;1998;1998;1998;1998;2000;2000;2000;2000;2000;2000;2002;2002;2002;2002;2002;2002;2003;2003;2003;2003;2003;2003;2004;2004;2004;2004;2004;2004;2005;2005;2005;2005;2005;2005;2006;2006;2006;2006;2006;2006;2007;2007;2007;2007;2007;2007;2008;2008;2008;2008;2008;2008;2009;2009;2009;2009;2009;2009;2010;2010;2010;2010;2010;2010;2011;2011;2011;2011;2011;2011;2012;2012;2012;2012;2012;2012;2013;2013;2013;2013;2013;2013;2014;2014;2014;2014;2014;2014;2015;2015;2015;2015;2015;2015;2016;2016;2016;2016;2016;2016;2017;2017;2017;2017;2017;2017;2018;2018;2018;2018;2018;2018;2019;2019;2019;2019;2019;2019;2020;2020;2020;2020;2020;2020;2021;2021;2021;2021;2021;2021;2022;2022;2022;2022;2022;2022
Indicator;;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper;Estimate;StdErr;NumSrc;Rank;Lower;Upper
Argentina;ARG;0,17;0,17;6,00;60,11;54,10;65,57;0,33;0,21;5,00;63,93;55,74;75,41;-0,03;0,20;5,00;54,64;43,72;63,39;-0,23;0,18;7,00;48,11;37,84;57,84;-0,03;0,18;7,00;55,14;45,95;61,62;0,02;0,19;8,00;57,21;46,77;63,18;-0,10;0,18;8,00;52,94;42,65;60,29;-0,03;0,18;10,00;53,66;44,39;61,95;-0,01;0,21;10,00;53,88;44,17;64,56;-0,12;0,22;9,00;52,43;38,35;60,68;-0,29;0,20;10,00;47,37;32,54;56,94;-0,11;0,20;10,00;51,67;40,19;62,68;-0,07;0,20;10,00;53,55;42,18;62,56;-0,21;0,20;10,00;46,45;36,02;59,72;-0,25;0,20;10,00;45,50;33,18;57,82;-0,11;0,21;10,00;49,52;36,06;62,02;-0,05;0,21;10,00;50,95;38,57;64,76;0,22;0,20;10,00;63,81;48,10;71,90;0,14;0,20;10,00;58,57;44,76;67,62;0,03;0,20;10,00;52,86;41,43;66,67;-0,12;0,21;10,00;48,10;35,24;61,43;-0,25;0,23;9,00;43,33;28,57;56,67;-0,39;0,23;8,00;37,14;22,86;51,43;-0,28;0,24;8,00;41,98;26,42;57,55
Armenia;ARM;-0,38;0,19;1,00;41,53;25,68;55,74;-0,55;0,26;2,00;32,24;16,94;50,82;-0,55;0,28;3,00;34,43;16,39;53,55;-0,05;0,23;4,00;55,68;42,70;63,78;-0,20;0,26;4,00;50,81;31,89;61,08;-0,12;0,27;5,00;52,74;36,32;63,18;-0,14;0,20;7,00;50,98;38,24;60,29;-0,26;0,18;10,00;45,85;34,63;56,10;-0,38;0,20;10,00;43,20;26,21;52,43;-0,18;0,20;10,00;50,00;37,38;58,25;-0,03;0,20;10,00;55,02;43,54;63,16;-0,17;0,20;10,00;48,80;36,84;61,24;-0,12;0,20;10,00;51,18;41,23;61,14;-0,03;0,20;11,00;54,98;43,13;62,56;0,08;0,19;11,00;58,77;46,45;64,93;-0,26;0,21;10,00;44,23;26,92;57,69;-0,33;0,22;10,00;41,90;27,14;54,29;-0,31;0,21;8,00;40,00;28,57;55,24;-0,25;0,21;8,00;42,38;30,48;56,67;-0,17;0,22;8,00;47,14;32,86;59,52;-0,23;0,23;8,00;42,38;30,95;59,52;-0,30;0,25;7,00;39,52;24,76;55,24;-0,28;0,26;6,00;40,00;25,71;57,14;-0,31;0,27;6,00;39,15;23,58;57,55
American Samoa;ASM;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;-0,13;0,41;1,00;52,24;23,88;70,15;0,22;0,31;1,00;61,27;46,08;73,04;0,25;0,44;1,00;61,95;38,54;80,00;0,48;0,47;1,00;69,42;45,63;87,38;0,50;0,45;1,00;68,45;46,60;84,47;0,50;0,42;1,00;68,42;49,76;84,21;0,49;0,45;1,00;68,42;45,45;84,69;0,48;0,43;1,00;67,77;45,97;84,36;0,48;0,40;1,00;67,77;48,82;82,46;0,49;0,38;1,00;68,25;49,76;81,99;0,44;0,47;1,00;70,19;42,31;86,54;0,44;0,45;1,00;68,57;44,29;85,24;0,48;0,43;1,00;69,52;44,29;84,76;0,51;0,45;1,00;70,48;43,33;85,71;0,50;0,46;1,00;69,52;43,81;86,67;0,49;0,46;1,00;70,00;39,52;85,24;0,63;0,49;1,00;72,86;46,67;90,00;0,64;0,48;1,00;72,38;46,67;90,95;0,67;0,48;1,00;74,53;48,11;91,04
Antigua and Barbuda;ATG;0,64;0,19;1,00;74,86;62,30;82,51;0,65;0,30;1,00;75,41;59,02;84,70;0,62;0,33;1,00;73,77;59,02;85,79;0,57;0,30;1,00;71,89;58,92;83,24;0,58;0,36;1,00;70,81;56,22;85,41;0,54;0,38;2,00;70,15;54,23;83,58;0,45;0,30;2,00;66,67;53,92;77,94;0,41;0,40;2,00;67,32;45,85;82,44;0,40;0,44;2,00;66,99;44,66;83,50;0,50;0,45;1,00;68,45;46,60;84,47;0,50;0,42;1,00;68,42;49,76;84,21;0,49;0,45;1,00;68,42;45,45;84,69;0,48;0,43;1,00;67,77;45,97;84,36;0,48;0,40;1,00;67,77;48,82;82,46;0,49;0,38;1,00;68,25;49,76;81,99;-0,07;0,47;1,00;50,96;19,71;73,56;0,18;0,45;1,00;61,90;33,33;76,19;0,22;0,43;1,00;63,33;34,29;77,62;-0,04;0,45;1,00;51,90;20,95;73,33;-0,05;0,46;1,00;50,48;20,00;74,29;-0,05;0,46;1,00;49,52;20,00;73,33;-0,20;0,49;1,00;44,29;14,76;70,95;-0,19;0,48;1,00;44,29;13,81;70,48;-0,16;0,48;1,00;46,23;14,62;71,70
Australia;AUS;1,80;0,17;5,00;95,63;88,52;100,00;1,62;0,21;5,00;89,62;86,89;98,36;1,73;0,20;5,00;92,35;87,98;99,45;1,66;0,19;5,00;90,81;87,03;98,38;1,77;0,20;5,00;93,51;88,65;99,46;1,98;0,21;5,00;96,02;90,55;100,00;1,75;0,19;5,00;94,61;88,73;99,02;1,71;0,20;6,00;93,66;87,80;98,05;1,82;0,22;6,00;96,12;88,83;99,03;1,78;0,23;6,00;95,63;87,86;99,03;1,70;0,22;7,00;94,26;87,08;98,56;1,76;0,23;7,00;94,74;88,04;99,04;1,69;0,22;7,00;94,31;86,26;98,58;1,61;0,22;7,00;93,84;85,78;98,58;1,63;0,22;7,00;94,31;87,20;99,05;1,60;0,23;7,00;92,31;87,02;98,56;1,53;0,23;7,00;91,90;85,24;99,05;1,53;0,22;7,00;91,43;84,76;99,05;1,50;0,22;7,00;91,43;83,81;96,67;1,56;0,22;7,00;92,38;85,24;98,57;1,54;0,23;7,00;92,38;84,76;98,57;1,57;0,25;6,00;92,86;84,76;99,05;1,47;0,25;6,00;92,86;80,95;97,62;1,53;0,27;6,00;92,92;80,66;98,11
Austria;AUT;1,73;0,17;5,00;92,90;88,52;100,00;1,80;0,21;5,00;92,90;88,52;100,00;1,85;0,20;5,00;94,54;87,98;100,00;1,88;0,19;5,00;95,14;88,65;100,00;1,93;0,20;5,00;97,30;90,81;100,00;1,84;0,21;5,00;93,03;89,55;99,50;1,68;0,19;5,00;92,65;88,73;98,53;1,83;0,20;6,00;96,10;88,29;98,54;1,86;0,22;6,00;96,60;89,32;99,03;1,77;0,23;6,00;94,66;87,86;99,03;1,66;0,22;7,00;93,78;86,60;98,09;1,81;0,22;8,00;97,13;88,52;99,04;1,60;0,21;8,00;92,89;86,26;98,58;1,56;0,21;8,00;92,89;84,36;98,10;1,57;0,20;8,00;92,89;85,31;98,58;1,55;0,21;8,00;91,35;87,02;98,08;1,45;0,21;8,00;89,05;82,86;96,67;1,48;0,21;8,00;90,95;83,33;97,14;1,47;0,21;8,00;90,95;83,33;95,71;1,46;0,21;8,00;90,95;82,38;95,71;1,49;0,22;8,00;91,43;84,29;97,14;1,61;0,23;7,00;93,81;85,71;99,05;1,53;0,23;7,00;93,81;84,29;97,62;1,47;0,24;7,00;91,51;80,66;97,64
Azerbaijan;AZE;-0,92;0,18;2,00;18,58;6,01;31,69;-0,93;0,22;3,00;18,03;5,46;30,05;-0,95;0,24;4,00;18,03;4,37;32,79;-0,99;0,20;5,00;16,22;5,95;29,73;-0,93;0,21;5,00;18,92;5,41;32,43;-0,93;0,22;6,00;17,91;5,97;35,82;-0,74;0,17;9,00;26,96;14,22;39,22;-0,67;0,18;10,00;30,24;18,05;41,95;-0,80;0,20;10,00;22,33;13,11;38,35;-0,79;0,21;9,00;23,30;12,14;40,29;-0,66;0,20;10,00;30,14;14,83;44,50;-0,81;0,20;10,00;24,40;10,53;38,76;-0,77;0,21;9,00;24,64;12,32;42,18;-0,79;0,21;9,00;24,64;11,85;40,76;-0,45;0,21;9,00;38,86;23,70;51,18;-0,31;0,22;9,00;42,79;25,00;57,21;-0,26;0,22;9,00;45,24;30,95;56,67;-0,16;0,21;8,00;46,67;33,81;60,48;-0,17;0,21;8,00;46,67;32,86;59,52;-0,15;0,22;8,00;47,62;33,33;60,48;-0,13;0,23;8,00;46,19;34,76;62,38;-0,16;0,27;6,00;47,62;30,00;61,90;0,21;0,26;6,00;58,57;42,86;70,95;-0,04;0,29;5,00;50,94;32,08;65,57
Burundi;BDI;-1,66;0,19;1,00;3,28;0,55;6,01;-1,60;0,30;1,00;3,83;0,00;9,84;-1,41;0,33;1,00;4,37;0,55;21,31;-1,50;0,26;2,00;3,78;0,00;10,81;-1,49;0,30;2,00;2,16;0,00;15,68;-1,24;0,22;4,00;6,97;1,49;20,40;-1,24;0,22;5,00;8,82;1,47;21,57;-1,11;0,17;8,00;12,20;4,88;23,41;-1,28;0,21;8,00;7,28;1,46;16,50;-1,14;0,20;8,00;12,14;3,88;21,84;-1,07;0,19;8,00;13,88;5,26;25,36;-1,12;0,20;8,00;11,48;4,31;24,40;-1,08;0,20;9,00;13,27;5,69;25,12;-1,31;0,19;10,00;6,64;1,42;16,59;-1,07;0,17;11,00;13,74;7,58;23,70;-1,15;0,18;11,00;12,98;5,77;19,23;-1,24;0,17;11,00;9,52;4,76;17,62;-1,48;0,17;11,00;6,67;2,86;10,00;-1,38;0,18;9,00;7,62;3,81;13,33;-1,45;0,18;9,00;7,62;1,90;11,43;-1,37;0,19;9,00;8,10;4,29;13,33;-1,30;0,21;8,00;9,05;3,81;16,67;-1,36;0,23;7,00;8,57;3,81;13,81;-1,26;0,23;7,00;10,38;6,13;16,98
Belgium;BEL;1,71;0,17;5,00;91,26;88,52;99,45;1,77;0,21;5,00;92,35;87,98;100,00;1,66;0,20;5,00;90,71;86,89;98,91;1,92;0,19;5,00;96,22;89,19;100,00;1,87;0,20;5,00;95,68;89,73;99,46;1,85;0,21;5,00;93,53;90,05;99,50;1,71;0,19;5,00;93,14;88,73;99,02;1,74;0,20;6,00;94,15;87,80;98,05;1,60;0,22;6,00;91,75;85,92;97,57;1,38;0,23;6,00;87,86;79,61;94,17;1,57;0,22;7,00;92,34;84,69;97,61;1,65;0,22;8,00;93,30;86,60;98,56;1,72;0,21;8,00;94,79;87,20;98,58;1,67;0,21;8,00;94,79;87,20;99,05;1,70;0,20;8,00;94,79;88,15;99,05;1,52;0,21;8,00;90,87;84,62;98,08;1,53;0,21;8,00;91,43;85,24;99,05;1,40;0,21;8,00;89,52;81,90;94,29;1,24;0,21;8,00;85,71;78,57;92,38;1,22;0,21;8,00;86,19;76,19;92,38;1,11;0,23;7,00;82,86;73,81;90,95;1,08;0,25;6,00;84,29;73,33;90,95;1,09;0,23;7,00;83,33;74,29;90,95;1,23;0,24;7,00;84,91;76,89;95,75
Benin;BEN;-0,38;0,19;1,00;41,53;25,68;55,74;-0,35;0,30;1,00;44,26;22,40;59,02;-0,40;0,33;1,00;42,08;19,13;59,56;-0,58;0,26;2,00;34,59;15,68;51,89;-0,56;0,30;2,00;35,68;14,05;54,59;-0,52;0,22;4,00;38,31;19,90;51,74;-0,65;0,19;7,00;33,33;15,69;44,12;-0,65;0,17;10,00;32,20;19,02;41,95;-0,54;0,20;10,00;34,47;18,93;50,00;-0,49;0,19;10,00;38,35;21,84;50,49;-0,60;0,18;10,00;34,45;20,57;46,89;-0,61;0,19;10,00;32,54;18,66;42,58;-0,55;0,19;10,00;35,55;20,85;45,97;-0,53;0,19;10,00;36,97;22,27;45,50;-0,51;0,17;11,00;36,49;23,70;46,45;-0,48;0,19;10,00;35,58;20,67;47,12;-0,68;0,17;11,00;28,57;17,14;37,62;-0,62;0,17;11,00;30,95;18,57;38,57;-0,70;0,18;11,00;24,76;15,24;36,19;-0,63;0,18;11,00;30,00;17,14;39,05;-0,49;0,19;11,00;35,24;20,95;43,81;-0,29;0,20;10,00;40,95;28,57;53,33;-0,24;0,21;10,00;42,86;31,43;56,67;-0,16;0,21;10,00;45,75;32,55;59,43
